user,string,id,admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, grief, joy, love, nervousness, optimism, pride, realization, relief,remorse, sadness, surprise, neutral, bad_string
anne,-What do you think about Martin Luther coon? <b> You know what he does the same exact thing Martin Luther coon. </b> NG you've been doing it your entire life you've been around people they all refer to Martin Luther King as Martin Luther coon. And then you say it on and you speak fast.--3281880,3281880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anne,"--They need to be more Innovative with terms of formation variation as good of a job as those guys did a special with all the guys get all the guys had to work with they still got it. <b> No doubt about it. </b> Look forward to doing a lot of these offseason podcast where we really get into the meat and potatoes of the moves are going to make to be ready for 2020, but that's going to do it for this edition of inside the birds the leading podcast and Eagles Intel want to thank our friends at 97 and three ESPN and South Jersey, make sure you Go to 97:3 espn.--13299016",13299016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--We can't separate it from the past. <b> I'm going to get into that a little bit more in a few minutes, but you have to understand she Is absolutely scared to death that you are going to abandon her. </b>  She doesn't feel safe when her anxiety is triggered.--8263032",8263032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-There's always a surprise. <b> That's either out there right now or is about to be out there and World right now that is going to be connected to you and have a piece of your heart and maybe it would just be for a few weeks or days or months and maybe it'll be forever. </b>  But it's just an Incredible Gift to not know and to have all of these surprises in life.--738063,738063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
anne,"--We have trouble with change when we're excited for it. <b> let's start to walk again through the room. </b> Hey, we're going to work with some sound sounding. The gongs can assist.--3122866",3122866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anne,-Modify is but on Spotify. <b> So you do not need to have a premium account Spotify has a huge catalogue of podcast on every topic including the one that you're listening to right now on Spotify. </b> You can follow your favorite podcast. So you never miss an episode premium users can download episodes to listen to offline wherever you are and you can also easily share what you're listening to with your friends on Instagram.--1852507,1852507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anne,"--They had the black hair the black fur. <b> They came out with the brown. </b> Okay, so it's really cute My Confession is that I'm not using a hobo Nietzsche this year. I know and I'm talking April who is like the A5 Avec Queen.--9872068",9872068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
anne,-And there's no such thing. <b> But this experience can help me grow stronger. </b> It helps you learn. You can't understand the lessons just listening to them and you have to live them.--1719018,1719018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anne,-You would move up to a barbell bench press so now you're not doing a push-up. <b> If you can't do that many then this push-up could still be a great hypertrophy exercise for you. </b> But if you can do more than 12 push-ups You gotta go either put a weight on your back or you get on a bench press and you start moving the barbell.--535507,535507,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--Absolutely and don't overspend on the days like on the very first week of December the very last week don't overspend there. <b> That'll give you more more room to really go crazy on the days that matter in the middle of the month, right and you know, sometimes people say like, oh, you know, my ads are in Effective during this time. </b> Should I go and scale down budgets? I would definitely say bids are a lot more important because when the conversion rates are lower in the last week of the month and when the a costs are higher in the last week of the month if you bid with smaller, like if all of your bids or a little bit lower, then you can help offset any a costs increase that you might incur during that time frame and that's it optimized for the procrastinators everybody.--24214304",24214304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anne,"--Let's say you never played this season and they just started Doug Martin. <b> I think it's worth talking about. </b> I think the national media should be talking about this because for a guy that was labeled dead that was labeled a joke. I mean people were making a joke and Jon Gruden, even I I'm guilty of it.--34195417",34195417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-You've got to change we are we should change the name. <b> I was at rest or gate and someone came up here. </b> This is the podcast and said I think push talk is a great name. So there you go do people say to people in England say fish I did the thing is again.--2397603,2397603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
anne,"--Meanwhile, they're in autopilot with their dominant function and wreaking havoc on their lives with it, you know. <b> You seem to be fine right now, you know. </b> I think I've already had all my point. So I am not worried at all.--23307043",23307043,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--My story and therefore part of theirs. <b> So yes, 100% how we you know, and our marriage is not perfect. </b> I don't say if it was perfect. It would be boring.--8037268",8037268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
anne,-So and it's really helping me build even more awesome Thrift bags because people are picking some of the items themselves and that gives me a really solid idea of what they're going to like that month. <b> So if you've ever been Interested in supporting through therapy podcast you just hop over to patreon backslash through therapy. </b> You can do just what Robin gee did recently and get a thrift bag for yourself and join the thrift haul experience of saying I want that. Thanks Robin gee for supporting the podcast and I can't wait to send you the bag you tagged in the thrift video.--2626457,2626457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anne,"--Something you have to choose every single moment of every single day. <b> But what also is the problem is if you don't have boundaries between like, you know, your Instagram followers versus your clients, for example, like you will then not be able to show up fully for your clients a hundred percent and like I've had those times where like people will dear me and then they'll have a go at me for not replying to them fast. </b> Stuff and it's like whoa, like whoa, I'm running a business. I am not on my phone 24/7.--31835554",31835554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anne,-Riding the bus ride and she came and crashed my shit my whole shit. <b> I was in school. </b> I want you to think I was a bum. I was in school.--3350435,3350435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
anne,"--I'm like, what's good? <b> I like going inside turn on the lights on the air conditioning. </b> I have like two guys and I'm like the idea was to sell everything in there. And so they have a little iPad and I'm like cool it.--4492604",4492604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
anne,"--Jarvis and Odell going to give the Browns anywhere and then I don't see any other receivers caring team anywhere. <b> I mean as good as DeShaun Watson is I think you take DeAndre Hopkins away from him. </b> I think we're talking about him the same exact way. Yeah, and that's not to discredit DeAndre Hopkins.--29293412",29293412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--I know that I'm in traffic and I missed you, but I want I want to tell you that you missed but it feels good. <b> Yeah, I mean like I've had those friendships before where it's like you're talking all of the time and you're in it burns out quickly. </b> There's only there's only there's very few people. There's only one really that I want to talk to all the time.--30481356",30481356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anne,"--Those are like the kind of scenarios. <b> You know and you're copying pasting, that's great. </b> But the expectation behind it is like it's phenomenal from the response that I saw it was just like wow, like people put all of their eggs on one person's basket and expect them to be rich right like that following day if that hits your take profit area or if you are following prophet and you didn't put a TPU just thought that it's going to go on forever. Especially like honestly in my opinion for people that just starting off I highly suggest starting with like a small Capital.--8804374",8804374,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-I think was the quote that I hear. <b> Let's let's try our hand at management. </b> But in between the with the management came in that you you had a good friend who's a friend of yours and I guess still is to this This day a gentleman that everyone in music music in Will Call Music City knows his name was Ron Chauncey.--869218,869218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anne,"--Yeah, this is more just tidying it up. <b> Sighs this is like what could you do in 10 20 minutes to make your space feel good. </b> It could be bringing in a couple of plants making sure you've got heating cooling a comfortable chair little things like that candles essential oils anything like that that you enjoy bringing those into your space and just giving it a little little bit of love before you even start creating. So that is the first area make it cozy.--33497201",33497201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
anne,"--Welcome to Starry alignment the daily horoscope podcast for Visionary lightworkers. <b> Hello, it beautiful souls if you haven't yet had a chance yet to watch the replay of my webinar all about June's astrology. </b> This weekend is the perfect time to watch it. If you haven't yet received the link to watch the replay and get all of the bonuses that come with your registration simply go to Starry alignment.--11148986",11148986,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anne,-We do or might have a cheat me at all. <b> I think I'm at a point now where I've Got The Willpower enough to be able to diet to the point to I just keep going and going and going I don't need I don't need a reason. </b> I don't need a TV doesn't control you you control food. I mean don't get me wrong.--1946989,1946989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
anne,"--Maybe no maybe it's like swooping around grabbing people will grab him and bring him back here for us. <b> You are part of this show too. </b> So, please introduce yourself in the way you introduce yourself sugars. It's through the live chat is through the like, yeah.--16617455",16617455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
anne,-Here's the thing is bigger than you because Jesus has to be the center of attention. <b> That means that you can't be trusted. </b> You can't be trusted with the glory of God if you love attention. You have to understand that John the Baptist had big crowds.--1806558,1806558,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--Let's check out the Leafs combo YouTube page the community platform from DMACC. <b> Am I the only one who thinks Matthews is intimidated after coming back from injury. </b> He's been hesitant to his toe drag because I think he doesn't want to get hit while his shoulder goes through that motion again, but here is my crazy hypothetical question for you if my favorite player ever Tie Domi, Sitting on the Leafs bench does Matthews even have one injury at this point in his career?--18982444",18982444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--You got die hard to get people who really take part of this game. <b> I know it's all over Sports a lot of people a lot of people, right? </b> You know, a lot of people are just being waggoner's especially come time for the playoffs. I'll talk about it.--8787997",8787997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-All you have to do is just go to the link on it's all over the place on Instagram and Facebook and enter by just following the podcast and leaving us a review on iTunes and one of you will win a Blendtec so good luck and we're announcing the winner if you're listening to <b> If you feel so inclined to take a screenshot of yourself listening to this or take a picture of somehow showing that you're listening to our podcast. </b> We're sharing those pictures on our Instagram stories. So make sure to tag us on those tagus and pose it to your story and they will repost it to our story as long as kids aren't screaming right and we're not doing something with the kids because that's our resolution.--2643582,2643582,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anne,"-- <b> And if you haven't heard of anchors the easiest way to make podcasts, let me explain it's free. </b> They're created tools that allow you to record and edit your podcasts right from your phone or computer anchor will distribute your podcasts for you. So it can be heard on Spotify Apple podcast and many more.--26838062",26838062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-I mean what kind of season does he have to have that they say? <b> I think Mariota has to have a 16-game season. </b> I think if he could get in the 25 to 30 touchdowns and tanin reception. I think they would invest in him and when I say invest them talking like a hundred plus million dollar deal.--2992920,2992920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
anne,"--They don't go to church and this goes to perhaps the speaks to what we were talking about with it may be feeling watered down like all other versions of church might just might feel just not what you're used to and so it doesn't feel like it's may be right for you. <b> I don't know but you could you could moment with different denominations sure check some different ones out. </b> Yeah, that doesn't mean you don't have to go to churches because you might not feel like Mormonism exactly right for you and speaking of different churches. I do believe the second letter that we're going to read talks about another option.--719940",719940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
anne,"--So we're naturally Hustlers. <b> If you think about it, right? </b> We've been hustles a whole life. So that alone like our the fire in our freakin ass kept us going.--27133328",27133328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anne,"--I just hated that that's what how she was compared to it was just lazy laziness. <b> Your definition of beautiful is so far off the mark. </b> Yeah, and if she was if she was right miserable if she seemed like she still had so much more to grow and to change to be happy with herself sure and she was a very beautiful person. So that's why I was so sad.--15296804",15296804,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-Yeah the super like double decker buses you no soup. <b> Is that Canadian shade? </b> I just feel like he's awful. I want I watched enough Newcastle last season to a level that that referees this idea and we would be just like the one I want.--44522,44522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-And she just she just she's exactly what you're looking for. <b> So you can start to see what the difference is between women have a real high level of interest in you and women to have kind of a load a mediocre interest level on you and over time you'll the the women that you date more and more of them will be women that you have a high level of interest in because your standards are going to go up. </b> Up as you have choice.--2608288,2608288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anne,-It's always connected to something outside of you. <b> It's about you and the person the situation whatever it may be. </b> Ask yourself the critical question about yourself. What did I do?--2576070,2576070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
anne,-One and I'm so happy this person sent in this nomination. <b> So always feel free to email me. </b> It's Rave culture cast at gmail. com Rave culture cast at--1332530,1332530,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--I was like God damn it. <b> Just you can't get that crazy out of your location. </b> You can't you can't get it out and you just like come on. and you know, yeah and you know that was to do you see the--3829707",3829707,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--We did some stories. <b> Oh, yeah, that's right. </b> So anyway, thanks so much. No, I've got one last thing.--14902204",14902204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--We also like to Bob our heads to a song a crazed are like light and simply put light is energy radio microwave. <b> We can't see like x-rays. </b> They're both part of what is known as electromagnetic spectrum visible ultraviolet x-ray gamma, and we're always looking for ways to connect with the kids and parents who listen to brains on. Like testing your ears with the Mystery Sound to find out what exactly that Mystery Sound is.--4020954",4020954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-Especially my little car as frightening as the sides was the lights were closed. <b> I grabbed the wheel pulled to the right and felt the sickening thud on my tires and started slamming on the brakes. </b> I was off the paved Road and onto the dusty shoulder. I could feel the suspension bouncing me up and down almost mocking me for having made the mistake to shut my eyes.--1316613,1316613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
anne,-This is what my past has made me and nothing. <b> We have allowed the pain and the hurt caused by others and the disappointment and the bitterness of with that to Define who we are we have allowed the things that we did or the things that we shouldn't have done that Define Who We Are </b>  many of us right now are going through situations in our lives emotions and frustrations because the past is still in the present many of us can move on in relationships.--2667929,2667929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
anne,"--Let's see here acting under the color of state law in an official capacity and who is a member of the Elks Lodge all there it is. <b> He's a member had several conversations with the board member and the president of the lodge advising them not to have the party because Of the possible ramifications that could happen from it the board members of The Lodge decided to have a meaning to the discuss. </b> What they believed was a directive from the local police department. Okay, so they were considering it a directive from the cops because he was a cop but he was also it looks like a member of the Elks Lodge Lieutenant McKim told the board members that he was tipped off by agencies that were higher than his Lieutenant McKim possibly.--10798787",10798787,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--And we've even got filters that are more specific. <b> You can totally narrow it down with our filter menu that runs across the top. </b> It's so easy and straightforward to use whether you want Fine Art destination repa taaj, whatever it is. If you've got any specific things in mind you really want from your photography you can narrow it down.--833450",833450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anne,"--Well, thank you Carly again. <b> Bye you guys thank you for listening. </b> Thank you for watching another episode of the speed of the game. And remember if you can't keep up with the speed of the game.--19094396",19094396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--I thought it was 2020, but I could be wrong. <b> I really appreciate we really appreciate that you guys like these Super chats they very much help and they also make your your so if you got questions and we didn't see it. </b>  You can you can make sure that we notice it because it stands out in A nice bright blue color on my screen ugly.--13216494",13216494,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--That was Daniel Arizona of America jobs Factory. <b> Yeah, like we always wrap it up shop. </b> Hello and welcome back to the Yang Kang podcast.--14951642",14951642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anne,-They stopped him from scoring touchdowns in the Red Zone. <b> They're great on third and fourth down there 15 of 18 on fourth down. </b> I want to say about that. That's about half as many as some of the top teams are going for which means they don't need fourth down all year like they normally do now.--170313,170313,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--Not quite there is one piece to the puzzle. <b> There's no way to schedule out stories at this point. </b> However, I do still think it's a good idea to plan out your promotions and write out any scripts of things you might for sure need to talk about Create any graphics for things you might need it for sure talk about in your stories.--18894368",18894368,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--So it's kind of like almost a test but it's also just kind of respecting yourself and being there for yourself and again weeding out the weak. <b> I can't bring me food. </b> Can you like like, I don't know what the circumstances are, but whatever little thing. And if you just say no or you're like I'm not comfortable that I don't have time for that.--17201516",17201516,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-I don't drink that much. <b> This isn't even a red flag at this point. </b> This is like a like emergency exit like I'm being pushed down it that's so gross. How do you not drink water?--1720876,1720876,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--To be an ABA accredited law school to take the bar at all. <b> So for example, Brooklyn law school was one of the biggest YMCA law schools in the country and when all of this stuff happened, they just went ahead and transitioned into becoming an ABA accredited law school. </b> Now, you'll you all will know and I'm sure your listeners don't know to California still allows. Some non ABA accredited grads to take the Bar Knoxville.--24872649",24872649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
anne,"--I will say I definitely had a friend that did that and then I always liked what she told me about one. <b> Yeah, I mean but someone I definitely had a frightful my shoes. </b> I'm like Charlie the Unicorn like all those weird videos. What's the the Charlie bit my finger?--8771345",8771345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
anne,"--But for me, I like to try to take that rest component out if I can well and look I'm gonna throw this out there. <b> I know it might have I might have come off as that when we were discussing this earlier, but I actually am a fan of moving the playoff schedules up. </b> You know, it's it's not easy to deal with those potential resting is I do but I do believe that's one aspect of fantasy itself. It always has been for me.--27911828",27911828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anne,-So I think when you look down at a prayer meeting hoping that nobody will ask you to pray. <b> Yeah exactly that or when someone you're in a meeting and someone looks to you to speak. </b> Something and then you point to somebody else who can speak about it or whatnot. They're all I think they're all little areas of anxiety or fear and places where they're holding us back when it comes to our lives and stepping into a God has for us.--106384,106384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-So the expression is look before you live. <b> Before they make that decision. </b> That's the first one for today. Look before you leap is quite short is easy to remember and the meaning is not far-fetched.--1577198,1577198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anne,-It's a metaphorical translation. <b> Even if it wasn't literally what's on the page one thing. </b> I think we should point out. Doubt as well is that the church doesn't want you to read anti-mormon literature or history as some people call it.--225284,225284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-I'm not like that. <b> I'm not going to shed a tear over it but children. </b> Not unless you talk to them and make them understand what is going on. And I personally believe there should be no black child walking out of the front door and not understand what American society is about and what potentially can happen to them encountering these folks.--714626,714626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anne,"--Amen, say humility, the more you humble yourself before the Son of God. <b> Submit yourselves therefore to God James chapter 4 verse 6 to 7. </b> Submit yourself therefore to God resist the devil and he will flee from you. I love you by NAMM bride.--7033384",7033384,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-Can you step out? <b> You've seen the person that shouldn't be jumping in and out the whole time and they were dying. </b> It's a good winter step out jumping off jump out stepping on step out step then I think the big takeaway and I don't know if people picked up on it there. Is that when you're walking me through the burpee?--1468940,1468940,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"-- data/raw/spotify-podcasts-2020/podcasts-transcripts/4/C/show_4CqBAQhGd4YPk3lnSqdTk6/6nGa5soVHCK0alGrCoYwhY.json <b> Hey afterbuzzers, before we move on we would like to say thanks to our sponsor. </b> If you haven't heard about anchor it's the easiest way to make a podcast. Let me explain it's free.--7466339",7466339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--Pole is yes, here we go. <b> Why because he had a rough day. </b> Did you like that joke, let's take another poll raise your hand if you liked it. Okay now switch your brushing to the other side of the bottom of your mouth, but don't brush too hard.--15253274",15253274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anne,"--And if the Kansas City Chiefs play versus the Tennessee Titans the way they play in the first quarter versus the Texans then the Titans will win again having said all that but happening. <b> Well, I don't unfortunately, I think that Kansas City has learned from their highs and lows throughout the season and this week was an outstanding week of preparation to face the Titans the Titans have come. </b> Um quite a bit going to come on a ways here, but they're not going to cross the river just yet. They're not out of out of hope next year will be there a year.--22806945",22806945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,-He'd get to see the real Linda without her makeup her wig or her glasses and eye patch when Bert's all Linda that morning he thought she looked beautiful and <b> He had inflicted on her with the encouragement of her friends. </b> Linda gave burped her office phone number by the next week. They were back to their old routine seeing each other nearly every moment of every day.--2931485,2931485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne,"--I don't know toilet punch poor guy, North Carolina. <b> But apparently he was like well, I don't know because people were like what if they found out he's a fucking rapist. </b> Yeah, people are like, oh geez bill because he was I think the father of America was his my name is but pretty funny guy. My mom said he was her favorite.--5466149",5466149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
